census_tract_GEOID,total-households,total-renter-occupied-households,total-owner-occupied-households,total-owner-occupied-households-mortgage,median-gross-rent,median-household-income,median-property-value,median-monthly-housing-cost,pct-white,pct-af-am,pct-hispanic,pct-am-indian,pct-asian,pct-nh-pi,pct-multiple,pct-other,pct-below-poverty-level,households-children,single-parent-household,older-adult-alone,level-of-education,immigrant-status,english-fluency,drive-to-work,public-transport-to-work,vacant-properties,live-in-mobile-home,pct-renter-occupied,pct-owner-occupied,pct-owner-occupied-mortgage,pct-owner-occupied-without-mortgage,median-house-age,pct-non-white,pct-without-health-insurance,total-evictions,avg-evictions,total-foreclosure-sales,avg-foreclosure-sales,total-lien-foreclosures,avg-lien-foreclosures,total-evictions-2017,eviction-filings-2017,eviction-rate-2017,total-evictions-2018,eviction-filings-2018,eviction-rate-2018,total-evictions-2019,eviction-filings-2019,eviction-rate-2019,foreclosure-sales-2017,foreclosure-sales-2018,foreclosure-sales-2019,lien-foreclosures-2017,lien-foreclosures-2018,lien-foreclosures-2019,avg-foreclosure-rate,foreclosure-rate-2017,foreclosure-rate-2018,foreclosure-rate-2019,avg-lien-foreclosure-rate,lien-foreclosure-rate-2017,lien-foreclosure-rate-2018,lien-foreclosure-rate-2019,avg-eviction-rate,ratio-to-mean-foreclosure-rate,ratio-to-mean-eviction-rate,avg-housing-loss-rate,evictions-pct-total-housing-loss,housing-loss-index,county_GEOID,county,state
12086005904,1703,774,929,500,1670,54005,303500,1856,1603,77,1443,0,0,0,23,0,-888888888,353,21,92,525,2514,645,2169,9,145,36,45.44920728,54.55079272,29.35995302,25.19083969,60,-1503,11.74872666,46,15.33333333,27,9,2,1,5,11,0.4545454545,10,26,0.3846153846,31,62,0.5,10,6,11,1,0,1,1.8,2,1.2,2.2,0.1076426265,0.1076426265,0,0.1076426265,1.981050818,0.7731338388,1.35739211,1.909994767,0.6301369863,1.061359129,12086,Miami-Dade County,Florida
12086007902,1068,179,889,457,1513,121833,1081300,4001,1053,9,488,0,6,0,0,0,-888888888,284,8,223,171,506,1378,1030,38,124,16,16.76029963,83.23970037,42.79026217,40.4494382,60,-953,7.08494889,1,1,5,2.5,,,1,1,1,0,0,0,0,1,0,1,0,4,,,,0.5470459519,0.2188183807,0,0.875273523,,,,,0.5586592179,0.2349665204,0.3827865531,0.5503144654,0.2857142857,0.3058025559,12086,Miami-Dade County,Florida
12086008000,1860,396,1464,799,1857,171548,1748400,3829,1778,22,1083,0,60,0,0,0,-888888888,580,28,300,435,1417,2170,2219,136,509,31,21.29032258,78.70967742,42.95698925,35.75268817,42,-1678,0.7710760795,4,4,28,9.333333333,1,1,0,1,0,4,6,0.6666666667,0,0,0,12,8,8,0,1,0,1.168126825,1.501877347,1.001251564,1.001251564,0.06830601093,0,0.06830601093,0,1.01010101,0.5017324314,0.6921090203,1.115760112,0.3,0.6200133112,12086,Miami-Dade County,Florida
12086000109,1069,784,285,119,1196,41518,160700,1968,789,222,652,0,7,0,0,51,-888888888,196,15,174,184,868,542,1164,165,191,195,73.33956969,26.66043031,11.13189897,15.52853134,46,-689,21.26379137,54,18,8,2.666666667,16,5.333333333,23,31,0.7419354839,19,31,0.6129032258,12,20,0.6,3,2,3,2,9,5,2.240896359,2.521008403,1.680672269,2.521008403,1.871345029,0.701754386,3.157894737,1.754385965,2.295918367,0.9625071133,1.573135554,2.288667405,0.8709677419,1.271782564,12086,Miami-Dade County,Florida
12086000402,1066,516,550,257,1354,38355,162700,1291,213,794,217,0,35,0,0,24,-888888888,18,14,207,153,485,2322,991,303,66,36,48.40525328,51.59474672,24.10881801,27.48592871,65,-113,23.91597091,21,7,66,22,20,6.666666667,10,17,0.5882352941,4,11,0.3636363636,7,13,0.5384615385,26,22,18,5,9,6,8.560311284,10.11673152,8.560311284,7.003891051,1.212121212,0.9090909091,1.636363636,1.090909091,1.356589147,3.676814625,0.9295185099,3.751617076,0.2413793103,2.084724576,12086,Miami-Dade County,Florida
12086000204,1168,250,918,675,1577,62262,192600,1497,398,622,350,0,16,0,24,108,-888888888,175,6,39,503,2116,1301,2094,112,144,9,21.40410959,78.59589041,57.79109589,20.80479452,62,-298,28.62712908,23,7.666666667,69,23,1,1,13,19,0.6842105263,3,16,0.1875,7,14,0.5,24,23,22,0,1,0,3.407407407,3.555555556,3.407407407,3.259259259,0.1089324619,0,0.1089324619,0,3.066666667,1.463545538,2.101242986,3.315315315,0.25,1.84227739,12086,Miami-Dade County,Florida
12086001006,1323,648,675,401,799,40511,215000,1356,344,779,442,0,12,0,21,167,-888888888,219,70,148,221,1165,960,1456,289,223,352,48.97959184,51.02040816,30.30990174,20.71050642,64,-244,21.66185292,51,17,64,21.33333333,13,4.333333333,16,34,0.4705882353,17,22,0.7727272727,18,65,0.2769230769,24,18,22,6,4,3,5.32003325,5.985037406,4.488778055,5.486284289,0.6419753086,0.8888888889,0.5925925926,0.4444444444,2.62345679,2.285054294,1.797560928,3.654273912,0.4434782609,2.030632252,12086,Miami-Dade County,Florida
12086001401,2122,1852,270,113,879,21255,194300,1077,227,1756,347,0,0,0,20,119,-888888888,192,96,523,322,1037,2137,1671,311,270,0,87.27615457,12.72384543,5.325164939,7.39868049,32,-127,15.4212766,134,44.66666667,28,9.333333333,18,6,65,95,0.6842105263,42,71,0.5915492958,27,57,0.4736842105,5,14,9,6,6,6,8.259587021,4.424778761,12.38938053,7.96460177,2.222222222,2.222222222,2.222222222,2.222222222,2.411807055,3.5476479,1.652541084,2.748091603,0.8271604938,1.527078587,12086,Miami-Dade County,Florida
12086002402,2092,1648,444,320,1039,30489,172100,1474,1619,168,1916,0,0,0,97,208,-888888888,266,49,261,492,1771,798,2275,188,69,0,78.77629063,21.22370937,15.29636711,5.927342256,49,-1519,31.70471842,63,21,17,5.666666667,8,2.666666667,27,42,0.6428571429,21,40,0.525,15,41,0.3658536585,9,7,1,3,3,2,1.770833333,2.8125,2.1875,0.3125,0.6006006006,0.6756756757,0.6756756757,0.4504504505,1.274271845,0.7606062071,0.8731156877,1.35501355,0.7875,0.75296332,12086,Miami-Dade County,Florida
12086003100,1807,1601,206,132,736,17880,163500,1176,295,1491,335,0,0,0,21,0,-888888888,108,166,463,269,262,3529,937,329,289,0,88.59988932,11.40011068,7.304925291,4.09518539,50,-195,22.52199413,285,95,28,9.333333333,37,12.33333333,102,142,0.7183098592,96,135,0.7111111111,87,129,0.6744186047,17,7,4,8,18,11,7.070707071,12.87878788,5.303030303,3.03030303,5.987055016,3.883495146,8.737864078,5.339805825,5.93379138,3.037001611,4.065762234,6.020388536,0.910543131,3.345451224,12086,Miami-Dade County,Florida
12086004000,1683,569,1114,529,1655,102023,1009500,4001,1630,0,608,0,0,0,0,53,-888888888,438,63,235,266,815,1846,1212,23,1784,0,33.80867499,66.19132501,31.43196673,34.75935829,60,-1530,6.383424027,15,5,55,18.33333333,7,3.5,3,10,0.3,7,9,0.7777777778,5,16,0.3125,17,25,13,3,4,0,3.465658475,3.213610586,4.725897921,2.457466919,0.3141831239,0.2692998205,0.3590664273,0,0.8787346221,1.488565467,0.6020983569,2.125075896,0.2142857143,1.180876901,12086,Miami-Dade County,Florida
12086004602,1073,217,856,502,2642,178750,2000001,4001,1013,0,690,0,7,0,29,24,-888888888,496,15,70,320,987,733,1479,32,274,48,20.22367195,79.77632805,46.78471575,32.9916123,43,-913,4.248704663,5,2.5,24,8,1,1,0,3,0,3,4,0.75,2,5,0.4,7,10,7,0,1,0,1.593625498,1.394422311,1.992031873,1.394422311,0.1168224299,0,0.1168224299,0,1.152073733,0.6844921105,0.7893870163,1.460361613,0.2380952381,0.8115038619,12086,Miami-Dade County,Florida
12086006002,1645,255,1390,763,1753,72963,334200,1728,1565,3,1400,0,13,0,30,34,-888888888,220,0,147,437,2441,759,2183,73,67,0,15.50151976,84.49848024,46.38297872,38.11550152,64,-1465,5.373744887,12,4,56,18.66666667,8,2.666666667,4,8,0.5,4,4,1,4,5,0.8,33,14,9,5,2,1,2.44648318,4.325032765,1.834862385,1.179554391,0.1918465228,0.3597122302,0.1438848921,0.07194244604,1.568627451,1.050810518,1.074804596,2.226588081,0.1764705882,1.237285896,12086,Miami-Dade County,Florida
12086007603,1418,1039,379,268,1585,30184,351500,2048,843,426,511,0,71,7,71,0,-888888888,98,27,245,1056,499,2190,1187,176,327,8,73.27221439,26.72778561,18.89985896,7.827926657,33,-743,9.926377253,20,6.666666667,20,6.666666667,7,2.333333333,10,10,1,9,14,0.6428571429,1,5,0.2,11,3,6,2,2,3,2.487562189,4.104477612,1.119402985,2.23880597,0.6156552331,0.5277044855,0.5277044855,0.7915567282,0.6416426051,1.068454725,0.4396457684,1.020147921,0.5,0.5668828668,12086,Miami-Dade County,Florida
12086008415,1512,32,1480,1014,2250,145625,598100,3219,1468,10,891,0,7,0,8,19,-888888888,447,13,102,523,969,2187,2165,24,17,0,2.116402116,97.88359788,67.06349206,30.82010582,47,-1368,7.543593632,0,,18,6,1,1,0,0,0,0,1,0,0,0,0,11,5,2,1,0,0,0.5917159763,1.084812623,0.4930966469,0.1972386588,0.06756756757,0.06756756757,0,0,,0.2541531357,,,,,12086,Miami-Dade County,Florida
12086008501,1990,414,1576,812,1647,59818,357900,2441,1982,0,1728,0,8,0,0,0,-888888888,456,127,317,499,2692,928,2469,40,30,0,20.8040201,79.1959799,40.8040201,38.3919598,61,-1882,10.35308199,4,2,26,8.666666667,,,1,1,1,0,1,0,3,3,1,12,8,6,,,,1.067323481,1.477832512,0.9852216749,0.7389162562,,,,,0.4830917874,0.4584355001,0.3310086619,0.8700380642,0.1875,0.483468781,12086,Miami-Dade County,Florida
12086019100,1951,819,1132,510,1706,60028,277200,2538,1837,0,1467,0,69,0,29,16,-888888888,243,85,350,433,2035,1218,2113,39,227,0,41.97847258,58.02152742,26.1404408,31.88108662,32,-1737,11.97818334,18,6,29,9.666666667,3,1,6,22,0.2727272727,9,17,0.5294117647,3,19,0.1578947368,16,7,6,1,1,1,1.895424837,3.137254902,1.37254902,1.176470588,0.08833922261,0.08833922261,0.08833922261,0.08833922261,0.7326007326,0.8141206,0.5019691796,1.178831201,0.3829787234,0.6550610915,12086,Miami-Dade County,Florida
12086019200,1637,403,1234,873,1652,68291,278800,1656,1473,39,997,0,50,0,45,30,-888888888,376,55,212,381,1600,1474,2054,9,66,0,24.61820403,75.38179597,53.32926084,22.05253513,43,-1373,9.071189115,11,3.666666667,39,13,1,1,5,6,0.8333333333,4,6,0.6666666667,2,5,0.4,23,13,3,0,0,1,1.489117984,2.634593356,1.489117984,0.3436426117,0.08103727715,0,0,0.08103727715,0.9098428453,0.6396041685,0.6234133359,1.306165099,0.22,0.7258188743,12086,Miami-Dade County,Florida
12086019300,2365,945,1420,1170,1702,65625,280300,1758,1764,320,1366,0,107,0,55,119,-888888888,607,15,211,618,1911,2707,3358,54,220,0,39.9577167,60.0422833,49.47145877,10.57082452,28,-1664,12.97176405,47,15.66666667,72,24,1,1,20,42,0.4761904762,15,26,0.5769230769,12,26,0.4615384615,28,24,20,1,0,0,2.051282051,2.393162393,2.051282051,1.709401709,0.07042253521,0.07042253521,0,0,1.657848325,0.8810642037,1.135937662,1.875492514,0.3949579832,1.042186678,12086,Miami-Dade County,Florida
12086019400,2465,836,1629,1380,2040,69215,315600,2070,2241,93,1734,0,54,0,26,51,-888888888,912,28,197,704,2628,1875,3269,41,100,0,33.9148073,66.0851927,55.98377282,10.10141988,18,-2141,7.819174181,53,17.66666667,116,38.66666667,11,3.666666667,12,45,0.2666666667,16,35,0.4571428571,25,50,0.5,51,38,27,1,4,6,2.801932367,3.695652174,2.753623188,1.956521739,0.2250869654,0.06138735421,0.2455494168,0.3683241252,2.11323764,1.203482626,1.447964924,2.54211793,0.3136094675,1.412621709,12086,Miami-Dade County,Florida
12086019500,2296,343,1953,1588,1718,73656,300900,1793,1913,139,1763,0,69,0,49,126,-888888888,705,0,100,946,3049,1882,3503,13,79,0,14.93902439,85.06097561,69.16376307,15.89721254,27,-1813,6.90114575,46,15.33333333,101,33.66666667,8,2.666666667,16,35,0.4571428571,20,43,0.4651162791,10,32,0.3125,40,38,23,2,3,3,2.12006717,2.518891688,2.392947103,1.44836272,0.136542072,0.102406554,0.153609831,0.153609831,4.470359572,0.9106087055,3.063036422,2.537545313,0.3129251701,1.410080765,12086,Miami-Dade County,Florida
12086019600,1525,217,1308,1048,2457,109485,375900,2286,1151,161,1086,0,67,0,0,146,-888888888,597,0,83,707,2134,1777,2577,130,24,0,14.2295082,85.7704918,68.72131148,17.04918033,18,-1051,11.43334346,13,4.333333333,48,16,1,1,5,11,0.4545454545,5,12,0.4166666667,3,11,0.2727272727,19,21,8,0,0,1,1.526717557,1.812977099,2.003816794,0.7633587786,0.07645259939,0,0,0.07645259939,1.996927803,0.6557538921,1.368270828,1.607378129,0.2131147541,0.8931990182,12086,Miami-Dade County,Florida
12086019700,1115,89,1026,788,2423,81935,427200,2504,820,185,677,48,29,0,0,33,-888888888,288,0,31,214,1181,1384,1676,0,32,0,7.98206278,92.01793722,70.67264574,21.34529148,30,-720,7.435897436,8,2.666666667,37,12.33333333,,,1,1,1,5,6,0.8333333333,2,3,0.6666666667,11,16,10,,,,1.565143824,1.395939086,2.030456853,1.269035533,,,,,2.996254682,0.6722586961,2.052997543,1.710376283,0.1777777778,0.950433746,12086,Miami-Dade County,Florida
12086019800,2578,279,2299,1765,2333,98816,339200,2036,2244,187,1956,0,26,0,29,92,-888888888,914,102,31,684,3260,2433,4007,50,0,0,10.8223429,89.1776571,68.46392552,20.71373157,25,-2144,9.730996536,26,8.666666667,69,23,1,1,8,14,0.5714285714,11,17,0.6470588235,7,30,0.2333333333,30,16,23,0,0,1,1.303116147,1.699716714,0.9065155807,1.303116147,0.04349717268,0,0,0.04349717268,3.106332139,0.559712883,2.128421288,1.549249837,0.2736842105,0.8608978859,12086,Miami-Dade County,Florida
12086019900,3195,1158,2037,1780,1745,64425,263000,1634,2562,332,2624,0,49,0,68,184,-888888888,1050,15,106,1111,3789,2857,4703,39,75,81,36.24413146,63.75586854,55.71205008,8.043818466,24,-2462,16.42905065,74,24.66666667,102,34,4,2,32,56,0.5714285714,26,53,0.4905660377,16,40,0.4,47,39,16,0,2,2,1.91011236,2.640449438,2.191011236,0.8988764045,0.09818360334,0,0.09818360334,0.09818360334,2.130109384,0.8204291672,1.45952524,1.996823236,0.4204545455,1.109608574,12086,Miami-Dade County,Florida
12086020000,1923,317,1606,1283,2066,79659,306100,2005,1631,124,1569,0,16,0,31,121,-888888888,575,0,85,1085,2200,1748,2796,14,125,0,16.48465939,83.51534061,66.71866875,16.79667187,27,-1531,17.43143813,13,4.333333333,73,24.33333333,4,2,4,13,0.3076923077,4,10,0.4,5,12,0.4166666667,34,22,17,0,1,3,1.896596519,2.650038971,1.714731099,1.325019486,0.1245330012,0,0.06226650062,0.1867995019,1.366982124,0.8146238595,0.9366396521,1.791666667,0.1511627907,0.9956057499,12086,Miami-Dade County,Florida
12086020100,1163,217,946,714,1871,89417,290900,1746,922,62,893,0,20,0,0,159,-888888888,348,0,80,623,1640,1168,2037,121,31,0,18.65864144,81.34135856,61.39294927,19.94840929,27,-822,6.469229154,14,4.666666667,38,12.66666667,,,6,7,0.8571428571,3,6,0.5,5,5,1,20,12,6,,,,1.774042951,2.801120448,1.680672269,0.8403361345,,,,,2.150537634,0.761984798,1.47352243,1.861797351,0.2692307692,1.034576454,12086,Miami-Dade County,Florida
12086020200,1153,481,672,493,1312,41426,193300,1257,976,77,999,0,36,0,0,64,-888888888,102,22,63,230,1435,1070,1419,52,36,20,41.71725932,58.28274068,42.75802255,15.52471813,42,-876,18.00787845,9,3,38,12.66666667,2,2,1,1,1,4,8,0.5,4,14,0.2857142857,18,14,6,2,0,0,2.569303584,3.651115619,2.839756592,1.21703854,0.2976190476,0.2976190476,0,0,0.6237006237,1.10356419,0.4273521394,1.608487337,0.1914893617,0.8938153908,12086,Miami-Dade County,Florida
12086008202,1429,320,1109,662,1177,102679,548800,3269,1242,65,636,0,40,0,35,47,-888888888,352,24,116,415,935,2237,1629,51,26,0,22.39328202,77.60671798,46.32610217,31.28061582,41,-1142,7.339857651,1,1,5,1.666666667,,,1,1,1,0,1,0,0,0,0,1,1,3,,,,0.2517623364,0.1510574018,0.1510574018,0.4531722054,,,,,0.3125,0.1081366564,0.2141212282,0.2715546504,0.375,0.15089937,12086,Miami-Dade County,Florida
12086007807,1682,614,1068,610,1600,107283,904100,4001,1473,30,783,0,121,10,36,12,-888888888,419,42,205,358,1034,1889,1658,193,91,0,36.50416171,63.49583829,36.26634958,27.2294887,51,-1373,4.178916422,2,1,6,3,1,1,0,0,0,1,1,1,1,1,1,2,4,0,0,0,1,0.4918032787,0.3278688525,0.6557377049,0,0.0936329588,0,0,0.0936329588,0.1628664495,0.2112387538,0.1115941254,0.3267973856,0.25,0.181597036,12086,Miami-Dade County,Florida
12086008101,1160,64,1096,693,-666666666,194815,972200,4001,1108,12,442,0,28,0,12,0,-888888888,451,22,45,192,766,1625,1474,20,62,27,5.517241379,94.48275862,59.74137931,34.74137931,56,-1008,2.122702563,,,25,8.333333333,2,2,,,,,,,,,,10,10,5,0,0,2,1.202501203,1.443001443,1.443001443,0.7215007215,0.1824817518,0,0,0.1824817518,,0.5164968727,,,,,12086,Miami-Dade County,Florida
12086008102,1478,243,1235,819,1431,141711,788000,3368,1251,21,542,0,137,0,22,47,-888888888,300,68,122,564,1098,2284,1971,78,152,0,16.44113667,83.55886333,55.41271989,28.14614344,55,-1151,9.724912824,0,,32,10.66666667,,,0,0,0,0,1,0,0,1,0,9,18,5,,,,1.302401302,1.098901099,2.197802198,0.6105006105,,,,,,0.5594058436,,,,,12086,Miami-Dade County,Florida
12086008205,1174,89,1085,589,2046,170385,875400,3747,1042,28,341,0,46,0,50,8,-888888888,345,21,107,425,702,2200,1369,23,266,0,7.580919932,92.41908007,50.17035775,42.24872232,45,-942,2.087628866,0,,43,14.33333333,1,1,0,3,0,0,3,0,0,0,0,19,16,8,0,0,1,2.433503113,3.225806452,2.716468591,1.358234295,0.09216589862,0,0,0.09216589862,,1.045235335,,,,,12086,Miami-Dade County,Florida
12086008206,1352,206,1146,851,1258,131579,590000,3046,1203,42,529,0,75,0,32,0,-888888888,445,31,143,283,815,1812,1563,22,117,9,15.23668639,84.76331361,62.94378698,21.81952663,54,-1103,4.703527646,3,1.5,11,3.666666667,2,1,0,2,0,2,3,0.6666666667,1,4,0.25,6,4,1,0,1,1,0.4308656483,0.705052879,0.4700352526,0.1175088132,0.0872600349,0,0.0872600349,0.0872600349,0.7281553398,0.1850648959,0.4989232501,0.4888047934,0.2903225806,0.2716224351,12086,Miami-Dade County,Florida
12086008207,1259,81,1178,726,3501,177083,667200,3425,1220,0,485,0,39,0,0,0,-888888888,435,41,66,229,1048,2146,1503,26,41,0,6.433677522,93.56632248,57.66481334,35.90150913,43,-1120,1.528433356,,,24,8,,,,,,,,,,,,5,9,10,,,,1.101928375,0.6887052342,1.239669421,1.377410468,,,,,,0.4732989524,,,,,12086,Miami-Dade County,Florida
12086008208,1515,737,778,560,1369,72359,354300,2405,1113,221,767,0,116,0,65,0,-888888888,466,13,106,221,1226,1715,1920,59,68,0,48.64686469,51.35313531,36.96369637,14.38943894,44,-1013,12.53816405,10,3.333333333,48,16,6,2,6,7,0.8571428571,3,5,0.6,1,5,0.2,8,20,20,3,2,1,2.857142857,1.428571429,3.571428571,3.571428571,0.2570694087,0.3856041131,0.2570694087,0.1285347044,0.4522840344,1.227196569,0.3098995613,1.490619378,0.1724137931,0.8283177062,12086,Miami-Dade County,Florida
12086008209,1416,191,1225,918,2797,124508,493000,3054,1211,88,602,0,78,0,28,11,-888888888,441,56,73,329,1071,2233,2005,59,77,0,13.48870056,86.51129944,64.83050847,21.68079096,42,-1111,1.221566976,2,1,34,11.33333333,1,1,1,1,1,1,1,1,0,1,0,14,10,10,0,1,0,1.234567901,1.525054466,1.089324619,1.089324619,0.08163265306,0,0.08163265306,0,0.5235602094,0.5302701226,0.3587371362,1.112113015,0.08108108108,0.6179866672,12086,Miami-Dade County,Florida
12086008308,1520,575,945,639,1153,46056,216400,1450,875,438,904,9,38,0,79,81,-888888888,351,57,196,260,1406,1669,1681,48,213,0,37.82894737,62.17105263,42.03947368,20.13157895,46,-775,11.75952433,12,4,25,8.333333333,1,1,2,3,0.6666666667,6,9,0.6666666667,4,6,0.6666666667,6,9,10,1,0,0,1.304121022,0.9389671362,1.408450704,1.564945227,0.1058201058,0.1058201058,0,0,0.6956521739,0.5601444957,0.4766524731,1.015925316,0.3243243243,0.56453642,12086,Miami-Dade County,Florida
12086008309,1370,758,612,387,981,35320,170300,1221,296,982,352,0,15,0,19,58,-888888888,160,6,144,241,568,3530,1196,225,208,0,55.32846715,44.67153285,28.24817518,16.42335766,41,-196,13.32071902,59,19.66666667,17,5.666666667,30,10,17,23,0.7391304348,27,42,0.6428571429,15,34,0.4411764706,7,4,6,8,16,6,1.464254953,1.80878553,1.033591731,1.550387597,1.633986928,1.307189542,2.614379085,0.9803921569,2.594547054,0.6289250291,1.777752325,2.212518195,0.7763157895,1.229467444,12086,Miami-Dade County,Florida
12086008416,1115,434,681,452,1436,81616,453800,2729,1014,46,829,0,31,0,0,24,-888888888,297,55,88,320,909,674,1558,106,36,0,38.92376682,61.07623318,40.53811659,20.53811659,51,-914,13.42882722,3,1.5,6,2,,,2,8,0.25,0,1,0,1,2,0.5,1,4,1,,,,0.4424778761,0.2212389381,0.8849557522,0.2212389381,,,,,0.3456221198,0.1900525661,0.2368161049,0.39503386,0.4285714286,0.219515153,12086,Miami-Dade County,Florida
12086008417,2415,1499,916,411,1321,38790,161000,1393,2202,102,2134,0,51,0,47,13,-888888888,275,113,702,486,2641,634,2320,128,226,18,62.07039337,37.92960663,17.01863354,20.91097308,46,-2102,11.11111111,23,7.666666667,9,3,2,1,6,9,0.6666666667,8,13,0.6153846154,9,13,0.6923076923,5,2,2,1,0,1,0.7299270073,1.216545012,0.4866180049,0.4866180049,0.1091703057,0.1091703057,0,0.1091703057,0.5114520792,0.3135173718,0.3504407915,0.5584642234,0.71875,0.3103312699,12086,Miami-Dade County,Florida
12086008418,1013,467,546,355,1869,71006,307900,1959,787,20,744,0,84,0,10,112,-888888888,291,7,110,175,1040,694,1262,36,92,4,46.10069102,53.89930898,35.04442251,18.85488648,35,-687,4.202801868,14,4.666666667,19,6.333333333,1,1,9,15,0.6,1,11,0.09090909091,4,9,0.4444444444,12,5,2,0,1,0,1.784037559,3.38028169,1.408450704,0.5633802817,0.1831501832,0,0.1831501832,0,0.9992862241,0.7662776701,0.6846988595,1.338199513,0.4242424242,0.7436199795,12086,Miami-Dade County,Florida
12086008419,2001,933,1068,811,1679,57506,233500,1455,1760,0,1670,0,50,0,105,86,-888888888,154,29,295,430,1870,999,2409,64,170,17,46.62668666,53.37331334,40.52973513,12.84357821,40,-1660,22.74485848,31,10.33333333,18,6,2,2,10,31,0.3225806452,14,32,0.4375,7,24,0.2916666667,11,2,5,0,2,0,0.7398273736,1.356350185,0.2466091245,0.6165228113,0.1872659176,0,0.1872659176,0,1.107538407,0.3177697652,0.7588719483,0.9365443425,0.6326530612,0.5204254507,12086,Miami-Dade County,Florida
12086008701,1563,408,1155,618,1526,57585,325200,1921,1496,12,1269,0,8,0,11,36,-888888888,309,55,103,479,2280,619,2661,0,78,5,26.10364683,73.89635317,39.53934741,34.35700576,62,-1396,9.552030678,9,3,36,12,3,1,3,4,0.75,4,6,0.6666666667,2,10,0.2,18,9,9,1,1,1,1.941747573,2.912621359,1.45631068,1.45631068,0.08658008658,0.08658008658,0.08658008658,0.08658008658,0.7352941176,0.8340170861,0.5038146545,1.461988304,0.2,0.8124077926,12086,Miami-Dade County,Florida
12086008702,1629,345,1284,753,1481,48825,314100,1800,1540,0,1429,0,48,0,11,30,-888888888,391,16,151,580,1983,658,2427,38,0,0,21.1786372,78.8213628,46.22467772,32.59668508,63,-1440,16.64645765,7,2.333333333,32,10.66666667,3,3,4,7,0.5714285714,2,2,1,1,11,0.09090909091,21,4,7,0,3,0,1.416555998,2.788844622,0.5312084993,0.9296148738,0.2336448598,0,0.2336448598,0,0.6763285024,0.6084374315,0.4634121267,1.183970856,0.1794871795,0.6579171304,12086,Miami-Dade County,Florida
12086008805,1495,906,589,288,1440,36587,301400,1724,1463,12,1443,0,0,0,13,7,-888888888,297,32,208,532,1770,529,2112,79,73,0,60.60200669,39.39799331,19.26421405,20.13377926,51,-1363,20.15180266,11,3.666666667,23,7.666666667,,,5,7,0.7142857143,5,8,0.625,1,5,0.2,9,4,10,,,,2.662037037,3.125,1.388888889,3.472222222,,,,,0.4047093451,1.143394952,0.2773019585,0.9491903964,0.3235294118,0.5274526975,12086,Miami-Dade County,Florida
12086008806,1163,357,806,451,1654,55329,298400,1747,1155,0,1122,0,0,0,0,8,-888888888,107,46,92,388,1800,277,1724,44,22,0,30.69647463,69.30352537,38.77901978,30.52450559,57,-1055,16.24248033,9,3,26,8.666666667,2,2,6,10,0.6,2,3,0.6666666667,1,4,0.25,12,10,4,0,2,0,1.92165558,2.66075388,2.2172949,0.8869179601,0.2481389578,0,0.2481389578,0,0.8403361345,0.8253871975,0.5757881766,1.443894389,0.2571428571,0.8023532408,12086,Miami-Dade County,Florida
12086002502,1218,772,446,288,910,27237,199200,1689,583,448,820,0,0,0,0,187,-888888888,111,173,218,103,886,968,1040,122,58,16,63.38259442,36.61740558,23.6453202,12.97208539,56,-483,38.15107717,51,17,13,4.333333333,34,11.33333333,23,30,0.7666666667,18,29,0.6206896552,10,29,0.3448275862,5,6,2,18,9,7,1.50462963,1.736111111,2.083333333,0.6944444444,2.541106129,4.035874439,2.01793722,1.569506726,2.202072539,0.6462667119,1.508833525,2.012578616,0.796875,1.118363633,12086,Miami-Dade County,Florida
12086002703,3450,2017,1433,858,2082,86694,497400,3105,2746,249,1518,16,210,0,53,176,-888888888,298,47,740,572,1589,2343,2931,106,1671,0,58.46376812,41.53623188,24.86956522,16.66666667,20,-2646,7.619808307,100,33.33333333,39,13,10,3.333333333,33,78,0.4230769231,33,89,0.3707865169,34,81,0.4197530864,8,14,17,4,5,1,1.515151515,0.9324009324,1.631701632,1.981351981,0.2326122354,0.2791346825,0.3489183531,0.06978367062,1.652619402,0.6507860596,1.132354867,1.611594203,0.7194244604,0.8955418353,12086,Miami-Dade County,Florida
12086003918,1357,955,402,216,1903,82802,379000,2431,1099,22,732,0,42,0,52,142,-888888888,146,29,246,204,724,775,1529,20,555,0,70.37582903,29.62417097,15.917465,13.70670597,20,-999,14.00414938,58,19.33333333,17,5.666666667,9,3,21,30,0.7,24,48,0.5,13,41,0.3170731707,7,5,5,2,5,2,2.62345679,3.240740741,2.314814815,2.314814815,0.7462686567,0.4975124378,1.243781095,0.4975124378,2.02443281,1.126824011,1.387116927,2.134927412,0.7733333333,1.18635126,12086,Miami-Dade County,Florida
12086003916,1734,1238,496,307,1369,43417,403200,1631,1319,45,1071,0,59,0,32,279,-888888888,256,56,235,544,1442,953,1130,334,339,0,71.39561707,28.60438293,17.70472895,10.89965398,59,-1219,21.05841019,61,20.33333333,8,2.666666667,3,1.5,17,21,0.8095238095,25,42,0.5952380952,19,45,0.4222222222,3,3,2,0,2,1,0.8686210641,0.9771986971,0.9771986971,0.651465798,0.3024193548,0,0.4032258065,0.2016129032,1.642434033,0.3730890765,1.125375976,1.488673139,0.884057971,0.8272362067,12086,Miami-Dade County,Florida
